id,year,date,title,relative_path,char_count,line_count
"290d8cf76124","2025","2025-08-26","从需求分析到代码生成，LLM都能干点啥？一文读懂291个软工Benchmark！","2025/2025-08-26_从需求分析到代码生成，LLM都能干点啥？一文读懂291个软工Benchmark！.txt","2497","122"
"a56f119660c4","2025","2025-08-26","刚刚，大模型装上「鹰眼」！首创高刷视频理解，谷歌Gemini 2.5完败","2025/2025-08-26_刚刚，大模型装上「鹰眼」！首创高刷视频理解，谷歌Gemini 2.5完败.txt","6761","261"
"7078f7921db1","2025","2025-08-26","马斯克狂烧14万亿，5000万H100算力五年上线！终极爆冲数十亿","2025/2025-08-26_马斯克狂烧14万亿，5000万H100算力五年上线！终极爆冲数十亿.txt","2229","74"
"acba54edda91","2025","2025-08-26","新智元十年，ASI降临，诚邀你加入！","2025/2025-08-26_新智元十年，ASI降临，诚邀你加入！.txt","1717","152"
"2d18bf8d70bb","2025","2025-08-27","不靠高薪靠信仰！以文化破局，Anthropic凭「使命驱动」杀出AI人才血路","2025/2025-08-27_不靠高薪靠信仰！以文化破局，Anthropic凭「使命驱动」杀出AI人才血路.txt","2322","58"
"c9e6e5ab1ff3","2025","2025-08-27","国产黑马自优化「超级大脑」，全闭环Agent杀疯！一站式AI原生基建来了","2025/2025-08-27_国产黑马自优化「超级大脑」，全闭环Agent杀疯！一站式AI原生基建来了.txt","6420","165"
"4de91f29e6dd","2025","2025-08-27","新智元十年，ASI降临，诚邀你加入！","2025/2025-08-27_新智元十年，ASI降临，诚邀你加入！.txt","1717","152"
"6c5b0d0cd2ba","2025","2025-08-27","Meta两员大将回流OpenAI，30天爆赚800万？刚入职闪回巢，小扎钞能力失效","2025/2025-08-27_Meta两员大将回流OpenAI，30天爆赚800万？刚入职闪回巢，小扎钞能力失效.txt","3511","100"
"06b5aedfb081","2025","2025-08-28","数据科学新风口？三大环节搞定ML「资产」管理，VLDB'25最新教程抢先看！","2025/2025-08-28_数据科学新风口？三大环节搞定ML「资产」管理，VLDB'25最新教程抢先看！.txt","4470","90"
"46c2bd51dc57","2025","2025-08-28","小扎噩梦来了！MSL两月爆雷8人闪辞，PyTorch元老出走实验室人心崩盘","2025/2025-08-28_小扎噩梦来了！MSL两月爆雷8人闪辞，PyTorch元老出走实验室人心崩盘.txt","4681","119"
"fed78cc58586","2025","2025-08-28","新智元十年，ASI降临，诚邀你加入！","2025/2025-08-28_新智元十年，ASI降临，诚邀你加入！.txt","1717","152"
"1e51d5c7082f","2025","2025-08-28","OpenAI微软争夺AGI控制权！重组谈判激烈，年底谈不成软银700亿或撤","2025/2025-08-28_OpenAI微软争夺AGI控制权！重组谈判激烈，年底谈不成软银700亿或撤.txt","2689","80"
"833f2af3c7f2","2025","2025-08-29","「香蕉革命」首揭秘！谷歌疯狂工程师死磕文字渲染，竟意外炼出最强模型","2025/2025-08-29_「香蕉革命」首揭秘！谷歌疯狂工程师死磕文字渲染，竟意外炼出最强模型.txt","4461","148"
"5c36fb10284b","2025","2025-08-29","秋招超强助攻：零基础1小时上手GPT微调！全流程教程免费开源","2025/2025-08-29_秋招超强助攻：零基础1小时上手GPT微调！全流程教程免费开源.txt","7391","327"
"448233ec170f","2025","2025-08-29","突发！微软与OpenAI同日开火：语音之战+通用大模型，AI霸权决战打响","2025/2025-08-29_突发！微软与OpenAI同日开火：语音之战+通用大模型，AI霸权决战打响.txt","3673","129"
"ce1da7bc430e","2025","2025-08-29","新智元十年，ASI降临，诚邀你加入！","2025/2025-08-29_新智元十年，ASI降临，诚邀你加入！.txt","1717","152"
"82d8e7314c19","2025","2025-08-30","华裔女学霸揭秘Claude Code，一人带六个AI开干！编程范式彻底被颠覆","2025/2025-08-30_华裔女学霸揭秘Claude Code，一人带六个AI开干！编程范式彻底被颠覆.txt","4200","170"
"5e4bb17c6bf7","2025","2025-08-30","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-08-30_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7924","164"
"cd99ed916756","2025","2025-08-30","AI署名论文一作，人类只能陪跑！斯坦福华人首创「AI科学家大会」","2025/2025-08-30_AI署名论文一作，人类只能陪跑！斯坦福华人首创「AI科学家大会」.txt","2720","84"
"d4d962e1e86e","2025","2025-08-30","Ilya信徒逆袭！23岁天才被OpenAI开除，靠165页AI预言书撬动15亿美金","2025/2025-08-30_Ilya信徒逆袭！23岁天才被OpenAI开除，靠165页AI预言书撬动15亿美金.txt","5050","214"
"e314f64e45ea","2025","2025-08-31","60年追猎「忙碌海狸」，数字大到宇宙都装不下，数学圈集体破防！","2025/2025-08-31_60年追猎「忙碌海狸」，数字大到宇宙都装不下，数学圈集体破防！.txt","5143","135"
"866a204e18c7","2025","2025-08-31","柳叶刀惊曝：AI让医生6个月「废功」20%，癌症检出率崩盘！","2025/2025-08-31_柳叶刀惊曝：AI让医生6个月「废功」20%，癌症检出率崩盘！.txt","2505","59"
"be96a82eb116","2025","2025-08-31","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-08-31_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7924","164"
"998e5632f97c","2025","2025-08-31","GPT-5冷酷操盘，狼人杀一战封神！七大LLM狂飙演技，人类玩家看完沉默","2025/2025-08-31_GPT-5冷酷操盘，狼人杀一战封神！七大LLM狂飙演技，人类玩家看完沉默.txt","4876","167"
"faf8d40a64af","2025","2025-09-01","同行评审濒临崩溃！一篇审稿报告450美元？科学家不再愿意「用爱发电」","2025/2025-09-01_同行评审濒临崩溃！一篇审稿报告450美元？科学家不再愿意「用爱发电」.txt","4222","142"
"41fbeb70c67f","2025","2025-09-01","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-09-01_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7924","164"
"5e54989b1a33","2025","2025-09-01","一个Bug改通宵！用AI写超50%代码，只有32%资深开发者敢这么干","2025/2025-09-01_一个Bug改通宵！用AI写超50%代码，只有32%资深开发者敢这么干.txt","2511","72"
"cae7631838fa","2025","2025-09-01","NeurIPS近3万投稿爆仓，强拒400篇论文！博士疯狂内卷，AI顶会噩梦来袭","2025/2025-09-01_NeurIPS近3万投稿爆仓，强拒400篇论文！博士疯狂内卷，AI顶会噩梦来袭.txt","3850","108"
"8d668f033c2b","2025","2025-09-02","别错过这场AGI风暴！清华人大等AI大佬集结，剑指数字和物理世界进化","2025/2025-09-02_别错过这场AGI风暴！清华人大等AI大佬集结，剑指数字和物理世界进化.txt","660","18"
"4a858b6375d2","2025","2025-09-02","无惧AI失业潮的「铁饭碗」，微软揭秘了！能干到退休","2025/2025-09-02_无惧AI失业潮的「铁饭碗」，微软揭秘了！能干到退休.txt","3264","91"
"449eb55ea212","2025","2025-09-02","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-09-02_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7924","164"
"3b1fe317b311","2025","2025-09-02","AI杀死首个世界名校？全球TOP 3「翻译界哈佛」倒闭，毕业校友成绝版","2025/2025-09-02_AI杀死首个世界名校？全球TOP 3「翻译界哈佛」倒闭，毕业校友成绝版.txt","3448","94"
"767a0111f1fc","2025","2025-09-03","谷歌nano banana官方最强Prompt模板来了！先收藏再说","2025/2025-09-03_谷歌nano banana官方最强Prompt模板来了！先收藏再说.txt","11990","426"
"1da2ab8fd1e4","2025","2025-09-03","人工智能提出七十载！从百度CTO到NVIDIA副总裁，十年共启ASI新智元","2025/2025-09-03_人工智能提出七十载！从百度CTO到NVIDIA副总裁，十年共启ASI新智元.txt","8677","318"
"2612797751b6","2025","2025-09-03","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-09-03_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7924","164"
"27442053c658","2025","2025-09-03","UCSD首个智能体浏览器发布！多页面设计，颠覆传统交互","2025/2025-09-03_UCSD首个智能体浏览器发布！多页面设计，颠覆传统交互.txt","2886","72"
"445fea2cbf15","2025","2025-09-04","00后打造最强苹果开发Agent！刚刚，OpenAI打包收编","2025/2025-09-04_00后打造最强苹果开发Agent！刚刚，OpenAI打包收编.txt","2049","71"
"e04577fa7165","2025","2025-09-04","通用LLM压缩算法，居然藏视频编码里！2.5bit实现4bit性能，硬件无缝支持","2025/2025-09-04_通用LLM压缩算法，居然藏视频编码里！2.5bit实现4bit性能，硬件无缝支持.txt","4245","89"
"aa70ee5a5453","2025","2025-09-04","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-09-04_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7852","164"
"ba1e06558f6f","2025","2025-09-04","招聘最猛的竟不是OpenAI！这家陷入间谍案的HR初创，正在狂招工程师","2025/2025-09-04_招聘最猛的竟不是OpenAI！这家陷入间谍案的HR初创，正在狂招工程师.txt","6009","269"
"0d2fca93919a","2025","2025-09-05","力压哈佛MIT！北交大、清华勇夺2025国际大学生程序设计竞赛金牌","2025/2025-09-05_力压哈佛MIT！北交大、清华勇夺2025国际大学生程序设计竞赛金牌.txt","3491","108"
"9ec9510bf7bb","2025","2025-09-05","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-09-05_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7728","162"
"f1fcbcd7e568","2025","2025-09-05","长视频生成可以回头看了！牛津提出「记忆增稳」，速度提升12倍","2025/2025-09-05_长视频生成可以回头看了！牛津提出「记忆增稳」，速度提升12倍.txt","2939","207"
"5f81d8062c34","2025","2025-09-05","只收AI人才，OpenAI认证直通大厂！全球首个AI招聘平台，1000万人持证上岗","2025/2025-09-05_只收AI人才，OpenAI认证直通大厂！全球首个AI招聘平台，1000万人持证上岗.txt","3066","78"
"a1794098ec33","2025","2025-09-06","25%年轻人都想和AI谈恋爱！美国最新调查：男性比女性更想要AI朋友","2025/2025-09-06_25%年轻人都想和AI谈恋爱！美国最新调查：男性比女性更想要AI朋友.txt","2902","75"
"317ee32c840d","2025","2025-09-06","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-09-06_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7728","162"
"f3e950013007","2025","2025-09-06","OpenAI重组GPT-5「灵魂」团队！亚裔女负责人遭调离，罕见自曝AI幻觉祸首","2025/2025-09-06_OpenAI重组GPT-5「灵魂」团队！亚裔女负责人遭调离，罕见自曝AI幻觉祸首.txt","3922","131"
"c84612db6767","2025","2025-09-07","《2025新智元ASI前沿趋势报告》全文","2025/2025-09-07_《2025新智元ASI前沿趋势报告》全文.txt","389","13"
"208d9610df6f","2025","2025-09-07","苹果端侧AI两连发！模型体积减半、首字延迟降85倍，iPhone离线秒用","2025/2025-09-07_苹果端侧AI两连发！模型体积减半、首字延迟降85倍，iPhone离线秒用.txt","3482","86"
"46f38de39541","2025","2025-09-07","新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪","2025/2025-09-07_新天终启，万象智生！从AlphaGo到GPT-5，新智元十年见证ASI创世纪.txt","7670","160"
"9c73fee48213","2025","2025-09-07","一图看透全球大模型！新智元十周年钜献，2025 ASI前沿趋势报告37页首发","2025/2025-09-07_一图看透全球大模型！新智元十周年钜献，2025 ASI前沿趋势报告37页首发.txt","9998","367"
"9e6886d161e7","2025","2025-09-08","全流程国产GPU，上下文提速100倍！中国科学院发布「线性复杂度」类脑大模型","2025/2025-09-08_全流程国产GPU，上下文提速100倍！中国科学院发布「线性复杂度」类脑大模型.txt","3815","73"
"8d5b4569f23b","2025","2025-09-08","中国AI「星际穿越」！新智元十周年峰会预言ASI终局：未来十年指数级加速","2025/2025-09-08_中国AI「星际穿越」！新智元十周年峰会预言ASI终局：未来十年指数级加速.txt","10891","331"
"3982a61a71e5","2025","2025-09-08","GPT-5爆改时尚圈，让Excel原地复活！OpenAI黑客松大奖出炉","2025/2025-09-08_GPT-5爆改时尚圈，让Excel原地复活！OpenAI黑客松大奖出炉.txt","5199","121"
"aa6910973432","2025","2025-09-09","不到10天，国产「香蕉」突袭！一次7图逼真还原，合成大法惊呆歪果仁","2025/2025-09-09_不到10天，国产「香蕉」突袭！一次7图逼真还原，合成大法惊呆歪果仁.txt","6774","190"
"c0e96c641b19","2025","2025-09-09","小扎「梦之队」首批论文上线！LLM自举进化，单步性能狂飙22%","2025/2025-09-09_小扎「梦之队」首批论文上线！LLM自举进化，单步性能狂飙22%.txt","2896","116"
"86c6b0a99f46","2025","2025-09-09","再也不怕面瘫脸！YouTube黑科技：AI帮你「永久微笑」，连僵尸都咧嘴笑","2025/2025-09-09_再也不怕面瘫脸！YouTube黑科技：AI帮你「永久微笑」，连僵尸都咧嘴笑.txt","2716","72"
"7b337f9ad3f2","2025","2025-09-10","=COPILOT()函数横空出世！AI自动写公式效率起飞，网友：让Excel再次伟大","2025/2025-09-10_=COPILOT()函数横空出世！AI自动写公式效率起飞，网友：让Excel再次伟大.txt","3193","104"
"db9da1fd5781","2025","2025-09-10","刚刚，这款Agent浏览器力压OpenAI，72%成功率全球第一！还能免费用","2025/2025-09-10_刚刚，这款Agent浏览器力压OpenAI，72%成功率全球第一！还能免费用.txt","5119","210"
"f525a49831c7","2025","2025-09-10","ACL最佳论文幕后的北大人！北大张铭带出顶会常胜军和百亿CEO天团｜新智元十周年峰会","2025/2025-09-10_ACL最佳论文幕后的北大人！北大张铭带出顶会常胜军和百亿CEO天团｜新智元十周年峰会.txt","3649","96"
"fb016c2049a4","2025","2025-09-11","通用Agent是伪命题？昆仑万维方汉现场拆解：垂直推理才是胜负手｜新智元十年峰会","2025/2025-09-11_通用Agent是伪命题？昆仑万维方汉现场拆解：垂直推理才是胜负手｜新智元十年峰会.txt","5954","190"
"53d3d86eb446","2025","2025-09-11","文心X1.1三大能力狂飙，海内外实测还挺惊艳！","2025/2025-09-11_文心X1.1三大能力狂飙，海内外实测还挺惊艳！.txt","6284","206"
"6b97c284667f","2025","2025-09-12","刚刚，谷歌发布71页AI科研报告！6大领域全面超越专家，几小时顶几个月","2025/2025-09-12_刚刚，谷歌发布71页AI科研报告！6大领域全面超越专家，几小时顶几个月.txt","3724","94"
"7907229fd16d","2025","2025-09-12","刚刚，字节登顶世界最强图像AI！一手实测原生4K、10图融合，全网玩疯","2025/2025-09-12_刚刚，字节登顶世界最强图像AI！一手实测原生4K、10图融合，全网玩疯.txt","4470","140"
"979e26a85f27","2025","2025-09-12","智源林咏华：具身智能突破口，在于三大要素｜新智元十周年峰会","2025/2025-09-12_智源林咏华：具身智能突破口，在于三大要素｜新智元十周年峰会.txt","5401","434"
"53faa8876383","2025","2025-09-13","对Transformer说不！清华刘嘉：2045数字永生降临｜新智元十年峰会","2025/2025-09-13_对Transformer说不！清华刘嘉：2045数字永生降临｜新智元十年峰会.txt","5369","154"
"76b9fcf9050d","2025","2025-09-13","急诊室生死逆转！酒后呕吐，GPT-5一眼锁定食管穿孔","2025/2025-09-13_急诊室生死逆转！酒后呕吐，GPT-5一眼锁定食管穿孔.txt","2707","79"
"999977cce919","2025","2025-09-13","突发！苹果AI大失血：Siri前掌门离职，核心团队被挖角，新功能延期到2026","2025/2025-09-13_突发！苹果AI大失血：Siri前掌门离职，核心团队被挖角，新功能延期到2026.txt","2126","55"
"49d71a29a134","2025","2025-09-14","2027万亿视频市场将爆发！AI十年如何重塑内容产业？｜新智元十周年峰会","2025/2025-09-14_2027万亿视频市场将爆发！AI十年如何重塑内容产业？｜新智元十周年峰会.txt","5551","171"
"c64d5da75c1e","2025","2025-09-14","微软用「光」跑AI登上Nature！100倍能效颠覆GPU，华人首席研究员扛鼎","2025/2025-09-14_微软用「光」跑AI登上Nature！100倍能效颠覆GPU，华人首席研究员扛鼎.txt","4415","121"
"ac646a36b099","2025","2025-09-14","GPT-5是口袋博士？诺奖得主哈萨比斯怒怼奥特曼：博士级AI纯属扯淡！","2025/2025-09-14_GPT-5是口袋博士？诺奖得主哈萨比斯怒怼奥特曼：博士级AI纯属扯淡！.txt","5024","127"
"057b21588833","2025","2025-09-15","15年大佬深夜痛哭半小时！氛围编程巨坑曝光，95%程序员沦为「AI保姆」","2025/2025-09-15_15年大佬深夜痛哭半小时！氛围编程巨坑曝光，95%程序员沦为「AI保姆」.txt","3530","90"
"eb6bcbdb16ae","2025","2025-09-15","面试不是考试，是表演！新晋OpenAI员工：重磅揭秘顶级AI岗通关密码","2025/2025-09-15_面试不是考试，是表演！新晋OpenAI员工：重磅揭秘顶级AI岗通关密码.txt","4116","128"
"650b4d2ea821","2025","2025-09-15","MBA光环破碎！时薪900美元AI工程师抢走麦肯锡饭碗：写代码的正干掉做PPT的","2025/2025-09-15_MBA光环破碎！时薪900美元AI工程师抢走麦肯锡饭碗：写代码的正干掉做PPT的.txt","2955","61"
"26b141c76c36","2025","2025-09-16","7亿人每周狂发180亿条消息！OpenAI首次揭秘ChatGPT最火用途","2025/2025-09-16_7亿人每周狂发180亿条消息！OpenAI首次揭秘ChatGPT最火用途.txt","6631","290"
"38524680b171","2025","2025-09-16","谷歌市值突破3万亿！重大利好力推股价大涨","2025/2025-09-16_谷歌市值突破3万亿！重大利好力推股价大涨.txt","2620","61"
"1a4a57b0dea8","2025","2025-09-16","LLM会梦到AI智能体吗？不，是睡着了也要加班","2025/2025-09-16_LLM会梦到AI智能体吗？不，是睡着了也要加班.txt","3472","111"
"15cc5554ed01","2025","2025-09-17","来自MIT最强AI实验室：OpenAI天才华人研究员博士毕业了！","2025/2025-09-17_来自MIT最强AI实验室：OpenAI天才华人研究员博士毕业了！.txt","2365","63"
"e38c8df9f0aa","2025","2025-09-17","小扎豪掷143亿，却换不来AI燃料！数据之争下半场，中国冲出一匹黑马","2025/2025-09-17_小扎豪掷143亿，却换不来AI燃料！数据之争下半场，中国冲出一匹黑马.txt","7570","210"
"ceef97760659","2025","2025-09-17","终结数据荒！智源开源首个Deep Research数据合成框架InfoSeek","2025/2025-09-17_终结数据荒！智源开源首个Deep Research数据合成框架InfoSeek.txt","2816","80"
"8ae992bd116d","2025","2025-09-18","阿里王牌Agent横扫SOTA，全栈开源力压OpenAI！博士级难题一键搞定","2025/2025-09-18_阿里王牌Agent横扫SOTA，全栈开源力压OpenAI！博士级难题一键搞定.txt","6916","201"
"9164939068e7","2025","2025-09-18","ChatGPT负责人深度复盘，爆4o复活内幕！过快下线是失误，将迭代模型人格","2025/2025-09-18_ChatGPT负责人深度复盘，爆4o复活内幕！过快下线是失误，将迭代模型人格.txt","6112","169"
"622cd743016c","2025","2025-09-18","GPT-5攻入数学圈，证明定理快过博士生？网友热议AI新角色","2025/2025-09-18_GPT-5攻入数学圈，证明定理快过博士生？网友热议AI新角色.txt","3055","85"
"8b711775ef34","2025","2025-09-19","登顶多模态推理榜MMMU！UCSD新方法超越GPT-5、Gemini","2025/2025-09-19_登顶多模态推理榜MMMU！UCSD新方法超越GPT-5、Gemini.txt","3151","142"
"df176944e20c","2025","2025-09-19","谷歌AI或摘千禧年大奖！华人博士破解百年数学难题，首次捕获奇点","2025/2025-09-19_谷歌AI或摘千禧年大奖！华人博士破解百年数学难题，首次捕获奇点.txt","3565","95"
"a68b0a18b8c6","2025","2025-09-19","史上最大升级！7亿周活ChatGPT逼宫，谷歌慌了，这次要把AI整个塞进Chrome","2025/2025-09-19_史上最大升级！7亿周活ChatGPT逼宫，谷歌慌了，这次要把AI整个塞进Chrome.txt","2611","86"
"7db694e9644d","2025","2025-09-20","「逆龄大脑药」首次人体试验！奥特曼押注RTR242，返老还童将要成真？","2025/2025-09-20_「逆龄大脑药」首次人体试验！奥特曼押注RTR242，返老还童将要成真？.txt","3050","67"
"b62b17511b8f","2025","2025-09-20","大模型训练新突破！Meta提出LSP：无数据也能实现能力飞升","2025/2025-09-20_大模型训练新突破！Meta提出LSP：无数据也能实现能力飞升.txt","3674","81"
"5bed2e043de9","2025","2025-09-20","终结CMU霸权，清华首次登顶CSRankings世界第一！北大AI领域夺冠","2025/2025-09-20_终结CMU霸权，清华首次登顶CSRankings世界第一！北大AI领域夺冠.txt","3411","112"
"c7141f814715","2025","2025-09-21","刚刚，Gemini「灵魂人物」官宣加盟xAI！马斯克火速转推背书","2025/2025-09-21_刚刚，Gemini「灵魂人物」官宣加盟xAI！马斯克火速转推背书.txt","2708","46"
"17750ba35d32","2025","2025-09-21","靠10万+粉丝，北漂插画师秒贷款！华为全栈AI加速，让银行及时看见","2025/2025-09-21_靠10万+粉丝，北漂插画师秒贷款！华为全栈AI加速，让银行及时看见.txt","4845","143"
"072523f00c90","2025","2025-09-21","醒醒，LLM根本没有性格！加州理工华人揭开AI人格幻觉真相","2025/2025-09-21_醒醒，LLM根本没有性格！加州理工华人揭开AI人格幻觉真相.txt","4606","126"
"029b584949bc","2025","2025-09-22","27亿美元天价回归！谷歌最贵「叛徒」、Transformer作者揭秘AGI下一步","2025/2025-09-22_27亿美元天价回归！谷歌最贵「叛徒」、Transformer作者揭秘AGI下一步.txt","5084","197"
"dd06720fb171","2025","2025-09-22","比思维链准43%！逻辑脑+大模型直觉，推理可靠性大幅提升","2025/2025-09-22_比思维链准43%！逻辑脑+大模型直觉，推理可靠性大幅提升.txt","2497","54"
"4ca12d9ba4ec","2025","2025-09-22","重磅官宣！Transformer发明者、GPT-5主创领衔，50+顶尖专家揭秘AGI时间表","2025/2025-09-22_重磅官宣！Transformer发明者、GPT-5主创领衔，50+顶尖专家揭秘AGI时间表.txt","2955","131"
"9facde9fbf19","2025","2025-09-23","告别胶水代码，5倍飚速！无问芯穹首次揭秘，Infra智能体蜂群登场","2025/2025-09-23_告别胶水代码，5倍飚速！无问芯穹首次揭秘，Infra智能体蜂群登场.txt","3190","67"
"c33f670c1f43","2025","2025-09-23","一半人明天不上班，GDP不会掉一点！耶鲁大学揭AGI残酷真相","2025/2025-09-23_一半人明天不上班，GDP不会掉一点！耶鲁大学揭AGI残酷真相.txt","3753","103"
"6b8e1464c140","2025","2025-09-23","Depth Anything再出新作！浙大&港大出品：零样本，优化任意深度图","2025/2025-09-23_Depth Anything再出新作！浙大&港大出品：零样本，优化任意深度图.txt","3705","80"
"1cfd0e06906d","2025","2025-09-24","秘塔AI放大招！「边想边搜边做」，内置20+智能体，想法一键实现","2025/2025-09-24_秘塔AI放大招！「边想边搜边做」，内置20+智能体，想法一键实现.txt","3637","122"
"f7afefe55b9d","2025","2025-09-24","前Meta工程师爆料：17人团队15个H-1B！一夜之间80%对手没了？","2025/2025-09-24_前Meta工程师爆料：17人团队15个H-1B！一夜之间80%对手没了？.txt","2936","63"
"8bb06d182bad","2025","2025-09-24","震撼！AI物理「双修」：亥姆霍兹方程嵌进生成器，伪影当场消失","2025/2025-09-24_震撼！AI物理「双修」：亥姆霍兹方程嵌进生成器，伪影当场消失.txt","3463","144"
"23e5b50ea20e","2025","2025-09-25","信息熵之后，清华提出状态熵！量化分析「系统智能性」的全新视角","2025/2025-09-25_信息熵之后，清华提出状态熵！量化分析「系统智能性」的全新视角.txt","3544","147"
"8e1031e3329a","2025","2025-09-25","AI正在偷走白领工作！OpenAI狂砸10亿教AI上班，你的完美继任者即将上岗","2025/2025-09-25_AI正在偷走白领工作！OpenAI狂砸10亿教AI上班，你的完美继任者即将上岗.txt","3112","73"
"166490e15a85","2025","2025-09-25","Sora 2瑟瑟发抖！通义万相2.5放大招：一句话出1080P电影，音画精准同步","2025/2025-09-25_Sora 2瑟瑟发抖！通义万相2.5放大招：一句话出1080P电影，音画精准同步.txt","6449","148"
"e0c60bd535c9","2025","2025-09-26","颠覆算力格局！全球首个星座级太空AI算力服务，在中国诞生","2025/2025-09-26_颠覆算力格局！全球首个星座级太空AI算力服务，在中国诞生.txt","3218","144"
"0bbc0b72b1e5","2025","2025-09-26","JHU教授揭秘学术潜规则：普通博士如何打破鄙视链翻盘？","2025/2025-09-26_JHU教授揭秘学术潜规则：普通博士如何打破鄙视链翻盘？.txt","4254","148"
"f8a4fda2b362","2025","2025-09-26","OpenAI 3万亿美元测试，AI首战44个行业人类专家！","2025/2025-09-26_OpenAI 3万亿美元测试，AI首战44个行业人类专家！.txt","4365","237"
"14ec7d886922","2025","2025-09-27","刚刚，奥特曼预言：人类「只剩」最后5年！","2025/2025-09-27_刚刚，奥特曼预言：人类「只剩」最后5年！.txt","4243","176"
"9d4271bd13bd","2025","2025-09-27","免训练加速61倍！陈怡然团队新作DPad：仅关注「彩票token」","2025/2025-09-27_免训练加速61倍！陈怡然团队新作DPad：仅关注「彩票token」.txt","3322","97"
"de74830bba77","2025","2025-09-27","Stability AI前CEO惊人预测：人类智力价值归零，只剩1000天！","2025/2025-09-27_Stability AI前CEO惊人预测：人类智力价值归零，只剩1000天！.txt","4985","212"
"21bab9dcecab","2025","2025-09-28","国内首次！8.9毫秒推理速度破纪录，1元打穿百万token","2025/2025-09-28_国内首次！8.9毫秒推理速度破纪录，1元打穿百万token.txt","6713","175"
"7d5104b37279","2025","2025-09-28","惊现高管离职潮！马斯克亲信操盘xAI，千亿美元能填AGI野望？","2025/2025-09-28_惊现高管离职潮！马斯克亲信操盘xAI，千亿美元能填AGI野望？.txt","5016","129"
"8c9c7227b31b","2025","2025-09-28","突发，普林斯顿CS博士后猝然离世！清华本科毕业，刚完成论文答辩","2025/2025-09-28_突发，普林斯顿CS博士后猝然离世！清华本科毕业，刚完成论文答辩.txt","2878","82"
"eb81ef874911","2025","2025-09-29","零样本「即插即用」！智源开源RoboBrain-X0，一个基座模型开动不同机器人","2025/2025-09-29_零样本「即插即用」！智源开源RoboBrain-X0，一个基座模型开动不同机器人.txt","4114","105"
"1b1426777817","2025","2025-09-29","强化学习之父给LLM判死刑！站队LeCun：我们全搞错了","2025/2025-09-29_强化学习之父给LLM判死刑！站队LeCun：我们全搞错了.txt","4946","112"
"30b8e3f5550c","2025","2025-09-29","AI老司机现身重庆！徐峥挑战赛车手，上演「不再囧途」","2025/2025-09-29_AI老司机现身重庆！徐峥挑战赛车手，上演「不再囧途」.txt","7849","368"
"6de264ac6250","2025","2025-09-30","AI改造出行体验：滴滴的试验能否开启行业范式转变？","2025/2025-09-30_AI改造出行体验：滴滴的试验能否开启行业范式转变？.txt","5764","192"
"c6ce4729ff94","2025","2025-09-30","GPT-5「降智」真相曝光：不是变笨，而是五个超级开关没激活","2025/2025-09-30_GPT-5「降智」真相曝光：不是变笨，而是五个超级开关没激活.txt","4674","131"
"b90df5b794eb","2025","2025-09-30","Thinking Machines曝LoRA终极指南：10倍学习率，媲美全参微调","2025/2025-09-30_Thinking Machines曝LoRA终极指南：10倍学习率，媲美全参微调.txt","3629","89"
"68833e15e766","2025","2025-10-01","刚刚，OpenAI Sora 2重磅登场！首个APP上线，或将成为AI时代新TikTok","2025/2025-10-01_刚刚，OpenAI Sora 2重磅登场！首个APP上线，或将成为AI时代新TikTok.txt","5262","131"
"82eb36ca22f8","2025","2025-10-02","60岁老人AI养生三个月吃进医院！「AI精神病」全球扩散，OpenAI急招医生","2025/2025-10-02_60岁老人AI养生三个月吃进医院！「AI精神病」全球扩散，OpenAI急招医生.txt","3127","98"
"8db840cacbd5","2025","2025-10-02","刚刚，奥特曼亲赴，韩国「举国」投靠！","2025/2025-10-02_刚刚，奥特曼亲赴，韩国「举国」投靠！.txt","1848","43"
"7894d61083da","2025","2025-10-03","刚刚，奥特曼首曝：AI取代CEO后，我想去当农民！","2025/2025-10-03_刚刚，奥特曼首曝：AI取代CEO后，我想去当农民！.txt","4815","145"
